time,month,sst
1985-05-16 12:00:00.000000000,5,-0.038801447
1985-06-16 00:00:00.000000000,6,-0.32474267
1985-07-16 12:00:00.000000000,7,0.12770745
1985-08-16 12:00:00.000000000,8,0.039068222
1985-09-16 00:00:00.000000000,9,-0.26729107
1985-10-16 12:00:00.000000000,10,0.0019087493
1985-11-16 00:00:00.000000000,11,-0.10943885
1985-12-16 12:00:00.000000000,12,-0.015188262
1986-01-16 12:00:00.000000000,1,-0.25492153
1986-02-15 00:00:00.000000000,2,0.1602487
1986-03-16 12:00:00.000000000,3,0.111893356
1986-04-16 00:00:00.000000000,4,0.20903295
1986-05-16 12:00:00.000000000,5,-0.037846595
1986-06-16 00:00:00.000000000,6,0.28830683
1986-07-16 12:00:00.000000000,7,-0.3074305
1986-08-16 12:00:00.000000000,8,-0.43964761
1986-09-16 00:00:00.000000000,9,-0.16602089
1986-10-16 12:00:00.000000000,10,-0.47401506
1986-11-16 00:00:00.000000000,11,-0.8505484
1986-12-16 12:00:00.000000000,12,-0.77166677
1987-01-16 12:00:00.000000000,1,-0.72158575
1987-02-15 00:00:00.000000000,2,-0.51054835
1987-03-16 12:00:00.000000000,3,-0.33471477
1987-04-16 00:00:00.000000000,4,-0.21134791
1987-05-16 12:00:00.000000000,5,-0.054383755
1987-06-16 00:00:00.000000000,6,0.3500499
1987-07-16 12:00:00.000000000,7,0.8603976
1987-08-16 12:00:00.000000000,8,0.7637002
1987-09-16 00:00:00.000000000,9,0.5154753
1987-10-16 12:00:00.000000000,10,0.28335953
1987-11-16 00:00:00.000000000,11,0.6401718
1987-12-16 12:00:00.000000000,12,0.2726112
1988-01-16 12:00:00.000000000,1,0.42204797
1988-02-15 12:00:00.000000000,2,0.3910836
1988-03-16 12:00:00.000000000,3,0.4102347
1988-04-16 00:00:00.000000000,4,0.513742
1988-05-16 12:00:00.000000000,5,0.7498787
1988-06-16 00:00:00.000000000,6,0.9999553
1988-07-16 12:00:00.000000000,7,0.6912084
1988-08-16 12:00:00.000000000,8,0.67981553
1988-09-16 00:00:00.000000000,9,0.4471956
1988-10-16 12:00:00.000000000,10,0.36880314
1988-11-16 00:00:00.000000000,11,0.17181078
1988-12-16 12:00:00.000000000,12,-0.0011433661
1989-01-16 12:00:00.000000000,1,-0.011535168
1989-02-15 00:00:00.000000000,2,-0.093636304
1989-03-16 12:00:00.000000000,3,-0.1537182
1989-04-16 00:00:00.000000000,4,0.2503416
1989-05-16 12:00:00.000000000,5,0.19727278
1989-06-16 00:00:00.000000000,6,0.053054303
1989-07-16 12:00:00.000000000,7,0.08758688
1989-08-16 12:00:00.000000000,8,0.3244251
1989-09-16 00:00:00.000000000,9,-0.026839703
1989-10-16 12:00:00.000000000,10,0.14235294
1989-11-16 00:00:00.000000000,11,-0.18151289
1989-12-16 12:00:00.000000000,12,-0.43325374
1990-01-16 12:00:00.000000000,1,-0.56224155
1990-02-15 00:00:00.000000000,2,-0.1433344
1990-03-16 12:00:00.000000000,3,0.03660646
1990-04-16 00:00:00.000000000,4,0.10539523
1990-05-16 12:00:00.000000000,5,-0.34402663
1990-06-16 00:00:00.000000000,6,-0.13832487
1990-07-16 12:00:00.000000000,7,-0.5089911
1990-08-16 12:00:00.000000000,8,-0.35964745
1990-09-16 00:00:00.000000000,9,-0.07860753
1990-10-16 12:00:00.000000000,10,0.16936758
1990-11-16 00:00:00.000000000,11,0.13746193
1990-12-16 12:00:00.000000000,12,0.12647909
1991-01-16 12:00:00.000000000,1,0.095853984
1991-02-15 00:00:00.000000000,2,0.043486834
1991-03-16 12:00:00.000000000,3,0.32780224
1991-04-16 00:00:00.000000000,4,0.28413337
1991-05-16 12:00:00.000000000,5,0.54723555
1991-06-16 00:00:00.000000000,6,0.7828536
1991-07-16 12:00:00.000000000,7,0.28586006
1991-08-16 12:00:00.000000000,8,-0.35520393
1991-09-16 00:00:00.000000000,9,-0.54616463
1991-10-16 12:00:00.000000000,10,-0.66836834
1991-11-16 00:00:00.000000000,11,-0.7093251
1991-12-16 12:00:00.000000000,12,-0.77653885
1992-01-16 12:00:00.000000000,1,-0.67580235
1992-02-15 12:00:00.000000000,2,-0.22586891
1992-03-16 12:00:00.000000000,3,-0.41452852
1992-04-16 00:00:00.000000000,4,-0.7572708
1992-05-16 12:00:00.000000000,5,-1.2606732
1992-06-16 00:00:00.000000000,6,-1.2700704
1992-07-16 12:00:00.000000000,7,-0.8483106
1992-08-16 12:00:00.000000000,8,-0.7340338
1992-09-16 00:00:00.000000000,9,-0.647351
1992-10-16 12:00:00.000000000,10,-0.46782863
1992-11-16 00:00:00.000000000,11,-0.6828413
1992-12-16 12:00:00.000000000,12,-0.36996284
1993-01-16 12:00:00.000000000,1,-0.42077744
1993-02-15 00:00:00.000000000,2,-0.4981168
1993-03-16 12:00:00.000000000,3,-0.5908083
1993-04-16 00:00:00.000000000,4,-0.06970306
1993-05-16 12:00:00.000000000,5,-0.27043274
1993-06-16 00:00:00.000000000,6,-0.3361664
1993-07-16 12:00:00.000000000,7,-0.2644036
1993-08-16 12:00:00.000000000,8,-0.2263511
1993-09-16 00:00:00.000000000,9,0.22778046
1993-10-16 12:00:00.000000000,10,0.5310811
1993-11-16 00:00:00.000000000,11,0.73718596
1993-12-16 12:00:00.000000000,12,0.31276065
1994-01-16 12:00:00.000000000,1,0.17708516
1994-02-15 00:00:00.000000000,2,-0.074655935
1994-03-16 12:00:00.000000000,3,0.013247579
1994-04-16 00:00:00.000000000,4,-0.039377034
1994-05-16 12:00:00.000000000,5,-0.26379782
1994-06-16 00:00:00.000000000,6,-0.81612456
1994-07-16 12:00:00.000000000,7,-0.90294635
1994-08-16 12:00:00.000000000,8,-0.37107027
1994-09-16 00:00:00.000000000,9,-0.30147496
1994-10-16 12:00:00.000000000,10,-0.23867922
1994-11-16 00:00:00.000000000,11,0.08430347
1994-12-16 12:00:00.000000000,12,0.31402212
1995-01-16 12:00:00.000000000,1,0.3217616
1995-02-15 00:00:00.000000000,2,0.35256958
1995-03-16 12:00:00.000000000,3,0.54484445
1995-04-16 00:00:00.000000000,4,0.42652887
1995-05-16 12:00:00.000000000,5,0.6122636
1995-06-16 00:00:00.000000000,6,0.8256879
1995-07-16 12:00:00.000000000,7,0.8098561
1995-08-16 12:00:00.000000000,8,0.22168112
1995-09-16 00:00:00.000000000,9,0.16673818
1995-10-16 12:00:00.000000000,10,0.01068759
1995-11-16 00:00:00.000000000,11,0.27076465
1995-12-16 12:00:00.000000000,12,-0.1635765
1996-01-16 12:00:00.000000000,1,-0.23329273
1996-02-15 12:00:00.000000000,2,-0.050295413
1996-03-16 12:00:00.000000000,3,-0.026669562
1996-04-16 00:00:00.000000000,4,0.3888616
1996-05-16 12:00:00.000000000,5,0.5872256
1996-06-16 00:00:00.000000000,6,0.9921863
1996-07-16 12:00:00.000000000,7,0.655032
1996-08-16 12:00:00.000000000,8,0.17478073
1996-09-16 00:00:00.000000000,9,-0.07431015
1996-10-16 12:00:00.000000000,10,-0.14228854
1996-11-16 00:00:00.000000000,11,-0.29163963
1996-12-16 12:00:00.000000000,12,-0.6999625
1997-01-16 12:00:00.000000000,1,-0.6010046
1997-02-15 00:00:00.000000000,2,-0.5751965
1997-03-16 12:00:00.000000000,3,-0.58244795
1997-04-16 00:00:00.000000000,4,-0.6861013
1997-05-16 12:00:00.000000000,5,-0.7032294
1997-06-16 00:00:00.000000000,6,-1.0720348
1997-07-16 12:00:00.000000000,7,-0.5740755
1997-08-16 12:00:00.000000000,8,-0.29924306
1997-09-16 00:00:00.000000000,9,-0.1557314
1997-10-16 12:00:00.000000000,10,0.48289454
1997-11-16 00:00:00.000000000,11,0.40222675
1997-12-16 12:00:00.000000000,12,0.6766609
1998-01-16 12:00:00.000000000,1,0.6169159
1998-02-15 00:00:00.000000000,2,0.81772774
1998-03-16 12:00:00.000000000,3,0.60858214
1998-04-16 00:00:00.000000000,4,0.46570325
1998-05-16 12:00:00.000000000,5,0.2530561
1998-06-16 00:00:00.000000000,6,0.48679793
1998-07-16 12:00:00.000000000,7,0.62921894
1998-08-16 12:00:00.000000000,8,0.36477822
1998-09-16 00:00:00.000000000,9,0.41017377
1998-10-16 12:00:00.000000000,10,0.33667237
1998-11-16 00:00:00.000000000,11,0.41199625
1998-12-16 12:00:00.000000000,12,0.14369673
1999-01-16 12:00:00.000000000,1,0.10072628
1999-02-15 00:00:00.000000000,2,-0.01034236
1999-03-16 12:00:00.000000000,3,0.25195593
1999-04-16 00:00:00.000000000,4,0.2496016
1999-05-16 12:00:00.000000000,5,0.603763
1999-06-16 00:00:00.000000000,6,0.61186403
1999-07-16 12:00:00.000000000,7,0.8164326
1999-08-16 12:00:00.000000000,8,0.7518047
1999-09-16 00:00:00.000000000,9,0.013577759
1999-10-16 12:00:00.000000000,10,-0.027573884
1999-11-16 00:00:00.000000000,11,0.049823314
1999-12-16 12:00:00.000000000,12,0.10942721
2000-01-16 12:00:00.000000000,1,-0.029509813
2000-02-15 12:00:00.000000000,2,0.102844656
2000-03-16 12:00:00.000000000,3,0.10581249
2000-04-16 00:00:00.000000000,4,0.12262395
2000-05-16 12:00:00.000000000,5,0.053850085
2000-06-16 00:00:00.000000000,6,-0.3352517
2000-07-16 12:00:00.000000000,7,-0.36812606
2000-08-16 12:00:00.000000000,8,-0.11098717
2000-09-16 00:00:00.000000000,9,-0.34246212
2000-10-16 12:00:00.000000000,10,-0.35126212
2000-11-16 00:00:00.000000000,11,-0.25451666
2000-12-16 12:00:00.000000000,12,-0.35234854
2001-01-16 12:00:00.000000000,1,-0.3837344
2001-02-15 00:00:00.000000000,2,-0.233381
2001-03-16 12:00:00.000000000,3,0.027970135
2001-04-16 00:00:00.000000000,4,0.36041445
2001-05-16 12:00:00.000000000,5,0.2737394
2001-06-16 00:00:00.000000000,6,0.0340586
2001-07-16 12:00:00.000000000,7,-0.25844255
2001-08-16 12:00:00.000000000,8,-0.23717478
2001-09-16 00:00:00.000000000,9,-0.28153113
2001-10-16 12:00:00.000000000,10,-0.01497969
2001-11-16 00:00:00.000000000,11,-0.38439387
2001-12-16 12:00:00.000000000,12,-0.52162147
2002-01-16 12:00:00.000000000,1,-0.3010986
2002-02-15 00:00:00.000000000,2,-0.35797015
2002-03-16 12:00:00.000000000,3,0.12432873
2002-04-16 00:00:00.000000000,4,0.11990398
2002-05-16 12:00:00.000000000,5,0.18024766
2002-06-16 00:00:00.000000000,6,0.12764877
2002-07-16 12:00:00.000000000,7,0.2989127
2002-08-16 12:00:00.000000000,8,-0.2537644
2002-09-16 00:00:00.000000000,9,-0.35056797
2002-10-16 12:00:00.000000000,10,-0.092707485
2002-11-16 00:00:00.000000000,11,-0.19792582
2002-12-16 12:00:00.000000000,12,0.14461404
2003-01-16 12:00:00.000000000,1,0.23205507
2003-02-15 00:00:00.000000000,2,0.19321173
2003-03-16 12:00:00.000000000,3,0.4307328
2003-04-16 00:00:00.000000000,4,0.001530081
2003-05-16 12:00:00.000000000,5,-0.04533419
2003-06-16 00:00:00.000000000,6,-0.31084722
2003-07-16 12:00:00.000000000,7,0.36697376
2003-08-16 12:00:00.000000000,8,0.42740333
2003-09-16 00:00:00.000000000,9,0.46967012
2003-10-16 12:00:00.000000000,10,0.42424506
2003-11-16 00:00:00.000000000,11,0.5329449
2003-12-16 12:00:00.000000000,12,0.5505641
2004-01-16 12:00:00.000000000,1,0.45477074
2004-02-15 12:00:00.000000000,2,0.18202889
2004-03-16 12:00:00.000000000,3,0.113265455
2004-04-16 00:00:00.000000000,4,-0.46971646
2004-05-16 12:00:00.000000000,5,-0.4155888
2004-06-16 00:00:00.000000000,6,-0.504702
2004-07-16 12:00:00.000000000,7,-0.24154368
2004-08-16 12:00:00.000000000,8,-0.0042161047
2004-09-16 00:00:00.000000000,9,0.4249524
2004-10-16 12:00:00.000000000,10,0.07286766
2004-11-16 00:00:00.000000000,11,0.25751907
2004-12-16 12:00:00.000000000,12,0.28854704
2005-01-16 12:00:00.000000000,1,0.30410796
2005-02-15 00:00:00.000000000,2,0.27102005
2005-03-16 12:00:00.000000000,3,0.41227096
2005-04-16 00:00:00.000000000,4,0.10889447
2005-05-16 12:00:00.000000000,5,-0.51230514
2005-06-16 00:00:00.000000000,6,-0.826857
2005-07-16 12:00:00.000000000,7,-0.8101783
2005-08-16 12:00:00.000000000,8,-0.28232506
2005-09-16 00:00:00.000000000,9,0.038952976
2005-10-16 12:00:00.000000000,10,0.18599182
2005-11-16 00:00:00.000000000,11,-0.08126426
2005-12-16 12:00:00.000000000,12,0.00041255355
2006-01-16 12:00:00.000000000,1,-0.11953029
2006-02-15 00:00:00.000000000,2,0.10658282
2006-03-16 12:00:00.000000000,3,0.11099261
2006-04-16 00:00:00.000000000,4,0.20628476
2006-05-16 12:00:00.000000000,5,0.101198256
2006-06-16 00:00:00.000000000,6,0.3975984
2006-07-16 12:00:00.000000000,7,0.1267842
2006-08-16 12:00:00.000000000,8,-0.06731942
2006-09-16 00:00:00.000000000,9,0.20267528
2006-10-16 12:00:00.000000000,10,0.078157425
2006-11-16 00:00:00.000000000,11,0.07266763
2006-12-16 12:00:00.000000000,12,0.19702893
2007-01-16 12:00:00.000000000,1,-0.0019957721
2007-02-15 00:00:00.000000000,2,0.14287055
2007-03-16 12:00:00.000000000,3,-0.03046766
2007-04-16 00:00:00.000000000,4,0.125175
2007-05-16 12:00:00.000000000,5,0.17546707
2007-06-16 00:00:00.000000000,6,0.49188286
2007-07-16 12:00:00.000000000,7,0.18049306
2007-08-16 12:00:00.000000000,8,0.1118204
2007-09-16 00:00:00.000000000,9,0.40589786
2007-10-16 12:00:00.000000000,10,0.16899902
2007-11-16 00:00:00.000000000,11,0.15300256
2007-12-16 12:00:00.000000000,12,0.26649702
2008-01-16 12:00:00.000000000,1,0.32456595
2008-02-15 12:00:00.000000000,2,0.11364555
2008-03-16 12:00:00.000000000,3,0.41285014
2008-04-16 00:00:00.000000000,4,0.30667156
2008-05-16 12:00:00.000000000,5,0.5383495
2008-06-16 00:00:00.000000000,6,0.6093918
2008-07-16 12:00:00.000000000,7,0.6430505
2008-08-16 12:00:00.000000000,8,0.5564697
2008-09-16 00:00:00.000000000,9,0.29396313
2008-10-16 12:00:00.000000000,10,0.21798718
2008-11-16 00:00:00.000000000,11,0.14602983
2008-12-16 12:00:00.000000000,12,0.16889524
2009-01-16 12:00:00.000000000,1,0.22363466
2009-02-15 00:00:00.000000000,2,0.068884194
2009-03-16 12:00:00.000000000,3,0.13128877
2009-04-16 00:00:00.000000000,4,0.15702468
2009-05-16 12:00:00.000000000,5,0.55184925
2009-06-16 00:00:00.000000000,6,0.033255607
2009-07-16 12:00:00.000000000,7,-0.24661271
2009-08-16 12:00:00.000000000,8,-0.36611772
2009-09-16 00:00:00.000000000,9,-0.2733557
2009-10-16 12:00:00.000000000,10,-0.062598854
2009-11-16 00:00:00.000000000,11,-0.3349597
2009-12-16 12:00:00.000000000,12,0.023836702
2010-01-16 12:00:00.000000000,1,0.21757782
2010-02-15 00:00:00.000000000,2,0.22518468
2010-03-16 12:00:00.000000000,3,0.31803513
2010-04-16 00:00:00.000000000,4,0.30370474
2010-05-16 12:00:00.000000000,5,0.2744453
2010-06-16 00:00:00.000000000,6,0.65165854
2010-07-16 12:00:00.000000000,7,0.4679768
2010-08-16 12:00:00.000000000,8,0.4620623
2010-09-16 00:00:00.000000000,9,0.36424792
2010-10-16 12:00:00.000000000,10,0.61605644
2010-11-16 00:00:00.000000000,11,0.5418898
2010-12-16 12:00:00.000000000,12,0.20677495
2011-01-16 12:00:00.000000000,1,0.1955396
2011-02-15 00:00:00.000000000,2,0.44167507
2011-03-16 12:00:00.000000000,3,0.4302516
2011-04-16 00:00:00.000000000,4,0.4387762
2011-05-16 12:00:00.000000000,5,-0.04076433
2011-06-16 00:00:00.000000000,6,-0.39190686
2011-07-16 12:00:00.000000000,7,-0.17220452
2011-08-16 12:00:00.000000000,8,-0.065887064
2011-09-16 00:00:00.000000000,9,0.06806129
2011-10-16 12:00:00.000000000,10,0.22805077
2011-11-16 00:00:00.000000000,11,-0.12582314
2011-12-16 12:00:00.000000000,12,-0.6737218
2012-01-16 12:00:00.000000000,1,-0.6496892
2012-02-15 12:00:00.000000000,2,-0.85438585
2012-03-16 12:00:00.000000000,3,-0.32754856
2012-04-16 00:00:00.000000000,4,-0.6340371
2012-05-16 12:00:00.000000000,5,-0.6513891
2012-06-16 00:00:00.000000000,6,-0.38187417
2012-07-16 12:00:00.000000000,7,-0.39950427
2012-08-16 12:00:00.000000000,8,-0.38952598
2012-09-16 00:00:00.000000000,9,-0.16759875
2012-10-16 12:00:00.000000000,10,0.117543876
2012-11-16 00:00:00.000000000,11,-0.07304573
2012-12-16 12:00:00.000000000,12,0.012037724
2013-01-16 12:00:00.000000000,1,0.29563713
2013-02-15 00:00:00.000000000,2,0.27174675
2013-03-16 12:00:00.000000000,3,0.22495669
2013-04-16 00:00:00.000000000,4,0.056913972
2013-05-16 12:00:00.000000000,5,-0.24861333
2013-06-16 00:00:00.000000000,6,-0.2413041
2013-07-16 12:00:00.000000000,7,-0.2974943
2013-08-16 12:00:00.000000000,8,-0.183474
2013-09-16 00:00:00.000000000,9,-0.36460972
2013-10-16 12:00:00.000000000,10,-0.19556648
2013-11-16 00:00:00.000000000,11,-0.44353658
2013-12-16 12:00:00.000000000,12,-0.27758014
2014-01-16 12:00:00.000000000,1,-0.44602746
2014-02-15 00:00:00.000000000,2,-0.3055625
2014-03-16 12:00:00.000000000,3,-0.27178913
2014-04-16 00:00:00.000000000,4,-0.05946389
2014-05-16 12:00:00.000000000,5,0.08625013
2014-06-16 00:00:00.000000000,6,0.061915934
2014-07-16 12:00:00.000000000,7,-0.37840486
2014-08-16 12:00:00.000000000,8,-0.13368028
2014-09-16 00:00:00.000000000,9,-0.16975093
2014-10-16 12:00:00.000000000,10,-0.031976253
2014-11-16 00:00:00.000000000,11,-0.8249177
2014-12-16 12:00:00.000000000,12,-0.47612226
2015-01-16 12:00:00.000000000,1,-0.25535294
2015-02-15 00:00:00.000000000,2,-0.11131841
2015-03-16 12:00:00.000000000,3,-0.18362421
2015-04-16 00:00:00.000000000,4,-0.08977336
2015-05-16 12:00:00.000000000,5,-0.15502739
2015-06-16 00:00:00.000000000,6,-0.25041658
2015-07-16 12:00:00.000000000,7,-0.38153523
2015-08-16 12:00:00.000000000,8,-0.52590525
2015-09-16 00:00:00.000000000,9,-0.4030647
2015-10-16 12:00:00.000000000,10,0.062799275
2015-11-16 00:00:00.000000000,11,0.24877071
2015-12-16 12:00:00.000000000,12,0.2928257
2016-01-16 12:00:00.000000000,1,0.2735718
2016-02-15 12:00:00.000000000,2,-0.14822361
2016-03-16 12:00:00.000000000,3,0.17074823
2016-04-16 00:00:00.000000000,4,0.052593827
2016-05-16 12:00:00.000000000,5,-0.11389917
2016-06-16 00:00:00.000000000,6,0.45843208
2016-07-16 12:00:00.000000000,7,0.5028803
2016-08-16 12:00:00.000000000,8,0.3691662
2016-09-16 00:00:00.000000000,9,0.29297322
2016-10-16 12:00:00.000000000,10,0.6408561
2016-11-16 00:00:00.000000000,11,0.38112122
2016-12-16 12:00:00.000000000,12,0.63137937
2017-01-16 12:00:00.000000000,1,0.32638693
2017-02-15 00:00:00.000000000,2,0.050867796
2017-03-16 12:00:00.000000000,3,0.23714888
2017-04-16 00:00:00.000000000,4,0.4040898
2017-05-16 12:00:00.000000000,5,0.17150676
2017-06-16 00:00:00.000000000,6,0.29278195
2017-07-16 12:00:00.000000000,7,0.004962653
2017-08-16 12:00:00.000000000,8,0.53450805
2017-09-16 00:00:00.000000000,9,0.23896962
2017-10-16 12:00:00.000000000,10,0.3672282
2017-11-16 00:00:00.000000000,11,0.1549862
2017-12-16 12:00:00.000000000,12,0.11250085
2018-01-16 12:00:00.000000000,1,0.58736426
2018-02-15 00:00:00.000000000,2,-0.03581971
2018-03-16 12:00:00.000000000,3,-0.0037003756
2018-04-16 00:00:00.000000000,4,-0.03066343
2018-05-16 12:00:00.000000000,5,0.15217
2018-06-16 00:00:00.000000000,6,0.3057651
2018-07-16 12:00:00.000000000,7,0.32705373
2018-08-16 12:00:00.000000000,8,0.2441358
2018-09-16 00:00:00.000000000,9,0.31510884
2018-10-16 12:00:00.000000000,10,0.45744216
2018-11-16 00:00:00.000000000,11,0.3734492
2018-12-16 12:00:00.000000000,12,0.62417024
2019-01-16 12:00:00.000000000,1,0.38466597
2019-02-15 00:00:00.000000000,2,0.42900038
2019-03-16 12:00:00.000000000,3,0.6776988
2019-04-16 00:00:00.000000000,4,0.41228813
2019-05-16 12:00:00.000000000,5,0.25780421
2019-06-16 00:00:00.000000000,6,0.008183658
2019-07-16 12:00:00.000000000,7,0.1913569
2019-08-16 12:00:00.000000000,8,0.47660893
2019-09-16 00:00:00.000000000,9,0.42287207
2019-10-16 12:00:00.000000000,10,0.48164278
2019-11-16 00:00:00.000000000,11,1.1275445
2019-12-16 12:00:00.000000000,12,1.1683246
2020-01-16 12:00:00.000000000,1,1.2891551
2020-02-15 12:00:00.000000000,2,0.804944
2020-03-16 12:00:00.000000000,3,0.32941508
2020-04-16 00:00:00.000000000,4,0.43300015
2020-05-16 12:00:00.000000000,5,0.390145
2020-06-16 00:00:00.000000000,6,0.2282182
2020-07-16 12:00:00.000000000,7,0.2022993
2020-08-16 12:00:00.000000000,8,0.123796105
2020-09-16 00:00:00.000000000,9,0.03695315
2020-10-16 12:00:00.000000000,10,0.23635292
2020-11-16 00:00:00.000000000,11,-0.06663981
2020-12-16 12:00:00.000000000,12,-0.26417238
2021-01-16 12:00:00.000000000,1,0.043176174
2021-02-15 00:00:00.000000000,2,-0.11689833
2021-03-16 12:00:00.000000000,3,-0.12112555
2021-04-16 00:00:00.000000000,4,-0.035093606
2021-05-16 12:00:00.000000000,5,0.39228934
2021-06-16 00:00:00.000000000,6,0.81332105
2021-07-16 12:00:00.000000000,7,1.2092749
2021-08-16 12:00:00.000000000,8,1.1014
2021-09-16 00:00:00.000000000,9,0.62092286
2021-10-16 12:00:00.000000000,10,0.6940101
2021-11-16 00:00:00.000000000,11,0.54246145
2021-12-16 12:00:00.000000000,12,0.19263434
2022-01-16 12:00:00.000000000,1,0.3019635
2022-02-15 00:00:00.000000000,2,0.09271574
2022-03-16 12:00:00.000000000,3,0.2620504
2022-04-16 00:00:00.000000000,4,0.09583628
2022-05-16 12:00:00.000000000,5,-0.12738049
2022-06-16 00:00:00.000000000,6,0.26009613
2022-07-16 12:00:00.000000000,7,0.022105515
2022-08-16 12:00:00.000000000,8,0.09755921
2022-09-16 00:00:00.000000000,9,0.20613652
2022-10-16 12:00:00.000000000,10,0.31356436
2022-11-16 00:00:00.000000000,11,0.106276095
2022-12-16 12:00:00.000000000,12,0.2309261
2023-01-16 12:00:00.000000000,1,0.6085654
2023-02-15 00:00:00.000000000,2,0.3454767
2023-03-16 12:00:00.000000000,3,0.17239124
2023-04-16 00:00:00.000000000,4,0.2511708
2023-05-16 12:00:00.000000000,5,0.54509944
2023-06-16 00:00:00.000000000,6,0.23456174
2023-07-16 12:00:00.000000000,7,0.4182145
2023-08-16 12:00:00.000000000,8,0.3849373
2023-09-16 00:00:00.000000000,9,0.47876614
2023-10-16 12:00:00.000000000,10,0.41534722
2023-11-16 00:00:00.000000000,11,0.6342812
2023-12-16 12:00:00.000000000,12,1.1567644
